Time;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000003;0.000003;0.000004;0.000006;0.000010;0.000019;0.000035;0.000059;0.000093;0.000139;0.000200;0.000276;0.000373;0.000493;0.000624;0.000765;0.000915;0.001077;0.001254;0.001454;0.001654;0.001768;0.001852;0.001943;0.002056;0.002180;0.002315;0.002458;0.002618;0.002790;0.002986;0.003186;0.003386;0.003586;0.003786;0.003986;0.004186;0.004386;0.004586;0.004786;0.004986;0.005186;0.005386;0.005586;0.005786;0.005986;0.006186;0.006386;0.006586;0.006786;0.006986;0.007186;0.007386;0.007586;0.007786;0.007986;0.008186;0.008386;0.008586;0.008786;0.008986;0.009186;0.009386;0.009586;0.009786;0.009986;0.010000;
V(RCOut2);0.002998;0.002998;0.002998;0.002998;0.002998;0.002998;0.002998;0.002998;0.002998;0.002998;0.002999;0.003002;0.003005;0.003007;0.003012;0.003018;0.003019;0.003019;0.003019;0.003019;0.003018;0.003018;0.003018;0.003017;0.003016;0.003015;0.003013;0.003014;0.003037;0.003171;0.003790;0.006378;0.013013;0.028506;0.057253;0.107721;0.184099;0.293360;0.432291;0.575558;0.708530;0.820445;0.908724;0.971534;1.010358;1.026183;1.028531;1.028391;1.027066;1.024391;1.020833;1.016806;1.012917;1.009322;1.006425;1.004249;1.003018;1.002468;1.002327;1.002396;1.002545;1.002700;1.002828;1.002918;1.002975;1.003006;1.003019;1.003022;1.003019;1.003015;1.003011;1.003007;1.003005;1.003003;1.003003;1.003002;1.003002;1.003002;1.003002;1.003003;1.003003;1.003003;1.003003;1.003003;1.003003;1.003003;1.003003;1.003003;1.003003;1.003003;1.003003;1.003003;
