25.08;0.00008
25.1;0.00042
25.12;0.00076
25.15;0.00128
25.18;0.00162
25.2;0.00214
25.23;0.00249
25.25;0.00266
25.28;0.00301
25.3;0.00318
25.33;0.00336
25.35;0.00336
25.38;0.00337
25.4;0.00319
25.43;0.00303
25.45;0.00268
25.48;0.00251
25.5;0.00218
25.53;0.00165
25.55;0.00131
25.58;0.00096
25.6;0.00062
25.63;0.00028
25.65;-0.00007
25.68;-0.00025
25.7;-0.00025
25.73;-0.00043
25.75;-0.00025
25.78;-0.00026
25.8;-0.00009
25.83;0.00025
25.85;0.0006
25.88;0.00094
25.9;0.00128
25.93;0.00163
25.95;0.00197
25.98;0.00232
26;0.00267
26.03;0.00284
26.05;0.00301
26.08;0.00319
26.1;0.00319
26.12;0.00302
26.15;0.00285
26.18;0.00268
26.2;0.00251
26.23;0.00217
26.25;0.00182
26.28;0.00149
26.3;0.00096
26.33;0.00062
26.35;0.00027
26.37;0.0001
26.4;-0.00025
26.43;-0.00042
26.45;-0.00042
26.48;-0.00043
26.5;-0.00026
26.53;-0.00009
26.55;0.00008
26.58;0.00042
26.6;0.00077
26.63;0.00111
26.65;0.00146
26.68;0.0018
26.7;0.00214
26.73;0.00249
26.75;0.00267
26.78;0.00284
26.8;0.00301
26.83;0.00319
26.85;0.00302
26.88;0.00302
26.9;0.00286
26.93;0.00251
26.95;0.00234
26.98;0.002
27;0.00165
27.03;0.00132
27.05;0.00079
27.08;0.00045
27.1;0.0001
27.13;-0.00007
27.15;-0.00042
27.18;-0.00042
27.2;-0.0006
27.23;-0.0006
27.25;-0.00043
27.28;-0.00026
27.3;-0.00009
27.33;0.00025
27.35;0.0006
27.38;0.00077
27.4;0.00111
27.43;0.00146
27.45;0.0018
27.48;0.00215
27.5;0.00232
27.53;0.00249
27.55;0.00267
27.58;0.00267
27.6;0.00268
27.63;0.00251
27.65;0.00233
27.68;0.00217
27.7;0.00182
27.73;0.00147
27.75;0.00131
27.78;0.00096
27.8;0.00062
27.83;0.00027
27.85;0.0001
27.88;-0.00007
27.9;-0.00025
27.93;-0.00043
27.95;-0.00025
27.98;-0.00026
28;-0.00009
28.03;0.00009
28.05;0.00025
28.08;0.0006
28.1;0.00094
28.13;0.00128
28.15;0.00163
28.18;0.0018
28.2;0.00215
28.23;0.00232
28.25;0.00267
28.28;0.00267
28.3;0.00284
28.33;0.00284
28.35;0.00285
28.38;0.00268
28.4;0.00251
28.43;0.00234
28.45;0.00199
28.48;0.00182
28.5;0.00148
28.53;0.00114
28.55;0.00079
28.58;0.00044
28.6;0.00027
28.63;0.0001
28.65;-0.00008
28.68;-0.00008
28.7;-0.00008
28.73;-0.00009
28.75;0.00009
28.78;0.00026
28.8;0.00042
28.83;0.00077
28.85;0.00111
28.88;0.00146
28.9;0.00163
28.93;0.00198
28.95;0.00214
28.98;0.00249
29;0.00267
29.03;0.00267
29.05;0.00285
29.08;0.00267
29.1;0.00268
29.13;0.00251
29.15;0.00233
29.18;0.00217
29.2;0.00182
29.23;0.00148
29.25;0.00113
29.28;0.00096
29.3;0.00061
29.33;0.00045
29.35;0.0001
29.38;-0.00008
29.4;-0.00007
29.43;-0.00025
29.45;-0.00026
29.48;-0.00009
29.5;0.00009
29.53;0.00025
29.55;0.0006
29.58;0.00077
29.6;0.00111
29.63;0.00146
29.65;0.00163
29.68;0.00198
29.7;0.00215
29.73;0.00233
29.75;0.00232
29.78;0.0025
29.8;0.0025
29.83;0.00251
29.85;0.00233
29.88;0.00216
29.9;0.00199
29.93;0.00182
29.95;0.00148
29.98;0.00113
30;0.00096
30.03;0.00062
30.05;0.00027
30.08;0.0001
30.1;-0.00007
30.13;-0.00025
30.15;-0.00025
30.18;-0.00043
30.2;-0.00025
30.23;-0.00026
30.25;-0.00009
30.28;0.00009
30.3;0.00025
30.33;0.0006
30.35;0.00077
30.38;0.00112
