-4.72089e-007 0
-4.71839e-007 0
-4.71589e-007 0
-4.71339e-007 0
-4.71089e-007 0
-4.70839e-007 0
-4.70589e-007 0
-4.70339e-007 0
-4.70089e-007 -0.333333
-4.69839e-007 0
-4.69589e-007 0
-4.69339e-007 0
-4.69089e-007 -0.333333
-4.68839e-007 0
-4.68589e-007 0
-4.68339e-007 0
-4.68089e-007 -0.333333
-4.67839e-007 0
-4.67589e-007 0
-4.67339e-007 0
-4.67089e-007 -0.333333
-4.66839e-007 0
-4.66589e-007 0
-4.66339e-007 0
-4.66089e-007 0
-4.65839e-007 0
-4.65589e-007 0
-4.65339e-007 0
-4.65089e-007 0
-4.64839e-007 0
-4.64589e-007 0
-4.64339e-007 0
-4.64089e-007 0
-4.63839e-007 0
-4.63589e-007 0
-4.63339e-007 0
-4.63089e-007 0
-4.62839e-007 0
-4.62589e-007 0
-4.62339e-007 -0.333333
-4.62089e-007 0
-4.61839e-007 0
-4.61589e-007 0.333333
-4.61339e-007 0
-4.61089e-007 0
-4.60839e-007 0
-4.60589e-007 0.333333
-4.60339e-007 0
-4.60089e-007 0
-4.59839e-007 0
-4.59589e-007 0.333333
-4.59339e-007 0
-4.59089e-007 0
-4.58839e-007 0
-4.58589e-007 0.333333
-4.58339e-007 0
-4.58089e-007 -0.333333
-4.57839e-007 0
-4.57589e-007 0
-4.57339e-007 0
-4.57089e-007 0
-4.56839e-007 0
-4.56589e-007 0
-4.56339e-007 0
-4.56089e-007 0
-4.55839e-007 0
-4.55589e-007 0
-4.55339e-007 0
-4.55089e-007 0
-4.54839e-007 0
-4.54589e-007 0.333333
-4.54339e-007 0
-4.54089e-007 0
-4.53839e-007 0
-4.53589e-007 0
-4.53339e-007 0
-4.53089e-007 0
-4.52839e-007 0
-4.52589e-007 0
-4.52339e-007 0
-4.52089e-007 0
-4.51839e-007 0
-4.51589e-007 0
-4.51339e-007 0
-4.51089e-007 0
-4.50839e-007 0
-4.50589e-007 0
-4.50339e-007 0
-4.50089e-007 0
-4.49839e-007 0
-4.49589e-007 0
-4.49339e-007 0
-4.49089e-007 0
-4.48839e-007 0
-4.48589e-007 0
-4.48339e-007 0
-4.48089e-007 0
-4.47839e-007 0
-4.47589e-007 0
-4.47339e-007 0
-4.47089e-007 0
-4.46839e-007 0
-4.46589e-007 0
-4.46339e-007 0
-4.46089e-007 0
-4.45839e-007 0
-4.45589e-007 0
-4.45339e-007 0
-4.45089e-007 0
-4.44839e-007 0
-4.44589e-007 0
-4.44339e-007 0
-4.44089e-007 0
-4.43839e-007 0
-4.43589e-007 0
-4.43339e-007 0
-4.43089e-007 0
-4.42839e-007 0
-4.42589e-007 0
-4.42339e-007 0
-4.42089e-007 0
-4.41839e-007 0
-4.41589e-007 0
-4.41339e-007 0
-4.41089e-007 0
-4.40839e-007 0
-4.40589e-007 0
-4.40339e-007 0
-4.40089e-007 0
-4.39839e-007 0
-4.39589e-007 0.333333
-4.39339e-007 0
-4.39089e-007 0
-4.38839e-007 0
-4.38589e-007 0.333333
-4.38339e-007 0
-4.38089e-007 0
-4.37839e-007 0
-4.37589e-007 0.333333
-4.37339e-007 0
-4.37089e-007 0
-4.36839e-007 0
-4.36589e-007 0.333333
-4.36339e-007 0
-4.36089e-007 0
-4.35839e-007 0
-4.35589e-007 0.333333
-4.35339e-007 0
-4.35089e-007 0
-4.34839e-007 0
-4.34589e-007 0.333333
-4.34339e-007 0
-4.34089e-007 0
-4.33839e-007 0
-4.33589e-007 0.333333
-4.33339e-007 0
-4.33089e-007 0
-4.32839e-007 0
-4.32589e-007 0.333333
-4.32339e-007 0
-4.32089e-007 0
-4.31839e-007 0
-4.31589e-007 0.333333
-4.31339e-007 0
-4.31089e-007 0
-4.30839e-007 0
-4.30589e-007 0.333333
-4.30339e-007 0
-4.30089e-007 0
-4.29839e-007 0
-4.29589e-007 0.333333
-4.29339e-007 0
-4.29089e-007 0
-4.28839e-007 0
-4.28589e-007 0
-4.28339e-007 0
-4.28089e-007 0
-4.27839e-007 0
-4.27589e-007 0
-4.27339e-007 0
-4.27089e-007 0
-4.26839e-007 0
-4.26589e-007 0
-4.26339e-007 0
-4.26089e-007 0
-4.25839e-007 0
-4.25589e-007 0
-4.25339e-007 0
-4.25089e-007 0
-4.24839e-007 0
-4.24589e-007 0
-4.24339e-007 0
-4.24089e-007 0
-4.23839e-007 0
-4.23589e-007 0
-4.23339e-007 0
-4.23089e-007 0
-4.22839e-007 0
-4.22589e-007 0
-4.22339e-007 0
-4.22089e-007 0
-4.21839e-007 0
-4.21589e-007 0
-4.21339e-007 0
-4.21089e-007 0
-4.20839e-007 0
-4.20589e-007 0
-4.20339e-007 0
-4.20089e-007 0
-4.19839e-007 0
-4.19589e-007 0
-4.19339e-007 0
-4.19089e-007 0
-4.18839e-007 0
-4.18589e-007 0
-4.18339e-007 0
-4.18089e-007 0
-4.17839e-007 0
-4.17589e-007 0
-4.17339e-007 0
-4.17089e-007 0
-4.16839e-007 0
-4.16589e-007 0
-4.16339e-007 0
-4.16089e-007 0
-4.15839e-007 0
-4.15589e-007 0
-4.15339e-007 0
-4.15089e-007 0
-4.14839e-007 0
-4.14589e-007 0
-4.14339e-007 0
-4.14089e-007 0
-4.13839e-007 0
-4.13589e-007 0
-4.13339e-007 0
-4.13089e-007 0
-4.12839e-007 0
-4.12589e-007 0
-4.12339e-007 0
-4.12089e-007 0
-4.11839e-007 0
-4.11589e-007 0
-4.11339e-007 0
-4.11089e-007 0
-4.10839e-007 0
-4.10589e-007 0
-4.10339e-007 0
-4.10089e-007 0
-4.09839e-007 0
-4.09589e-007 0
-4.09339e-007 0
-4.09089e-007 0
-4.08839e-007 0
-4.08589e-007 0
-4.08339e-007 0
